season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,hour,count
1,0,1,1,6.56,6.06,40,31.0009,2011,2,8,19,101
3,0,1,1,30.34,34.85,70,15.0013,2012,9,6,16,416
2,0,1,1,19.68,23.485,67,19.0012,2011,6,15,5,21
1,0,1,1,5.74,6.06,50,19.0012,2011,1,3,8,154
2,0,1,3,22.96,26.515,88,15.0013,2012,5,9,4,5
3,0,1,1,29.52,34.09,70,0.0,2011,8,9,2,12
3,0,1,1,32.8,37.88,55,12.998,2012,7,6,22,288
2,0,0,2,18.04,21.97,77,19.0012,2011,4,16,23,35
4,0,1,3,22.14,25.76,77,8.9981,2012,10,15,18,592
4,0,1,3,18.86,22.725,94,15.0013,2012,12,10,11,134
2,0,1,3,13.94,16.665,76,11.0014,2011,4,8,2,13
1,0,1,1,18.04,21.97,41,19.0012,2012,2,1,1,4
4,0,1,1,16.4,20.455,87,6.0032,2012,12,18,9,326
1,0,0,2,17.22,21.21,88,7.0015,2012,3,18,10,351
1,0,1,1,13.94,16.665,53,12.998,2011,2,16,22,73
4,0,0,1,14.76,18.94,40,0.0,2011,11,19,11,233
2,0,1,2,22.14,25.76,77,15.0013,2011,5,2,10,108
3,0,0,1,37.72,44.695,42,12.998,2012,7,8,12,376
1,0,0,2,19.68,23.485,59,23.9994,2011,3,5,17,164
3,1,0,2,31.98,35.605,52,0.0,2011,7,4,12,447
3,0,1,1,31.16,35.605,58,6.0032,2012,7,18,23,131
2,0,1,1,26.24,31.06,36,11.0014,2012,5,18,13,395
3,0,1,1,26.24,30.305,69,16.9979,2011,8,16,7,346
1,0,0,1,14.76,18.18,23,0.0,2012,3,10,16,390
3,0,1,1,32.8,38.635,59,31.0009,2012,9,4,15,292
1,0,1,2,5.74,6.06,50,19.9995,2011,1,10,10,31
4,0,1,2,22.96,26.515,83,8.9981,2012,10,2,5,43
1,0,1,1,26.24,31.06,41,19.0012,2011,3,18,13,175
3,0,1,1,31.16,34.09,45,19.9995,2011,8,1,17,514
4,0,1,1,13.94,17.425,87,6.0032,2011,11,8,0,18
2,0,1,1,22.96,26.515,88,6.0032,2011,6,17,0,24
3,0,1,1,27.88,31.82,61,8.9981,2011,9,1,10,138
1,0,0,1,12.3,13.635,39,23.9994,2011,1,2,20,22
3,0,1,2,28.7,33.335,79,15.0013,2012,8,6,6,141
2,0,1,2,21.32,25.0,63,19.9995,2012,6,5,10,176
3,0,1,3,26.24,28.03,94,12.998,2011,9,9,0,16
3,0,1,3,32.8,36.365,46,19.9995,2011,8,18,17,409
4,0,1,1,10.66,13.635,75,8.9981,2012,12,19,3,5
2,0,1,3,15.58,19.695,66,15.0013,2011,4,8,12,80
1,0,1,1,29.52,31.82,25,12.998,2012,3,14,16,356
4,0,1,2,10.66,12.88,60,12.998,2012,12,12,7,369
3,0,0,1,26.24,30.305,73,7.0015,2011,8,13,5,18
2,0,1,1,22.96,26.515,26,19.0012,2011,5,5,18,520
4,0,1,1,18.04,21.97,18,27.9993,2012,11,8,15,233
4,0,1,1,8.2,12.88,80,0.0,2011,12,13,1,4
2,0,0,1,22.96,26.515,52,15.0013,2011,5,8,9,160
4,0,1,1,10.66,14.395,81,6.0032,2011,12,9,9,264
4,0,0,2,22.14,25.76,28,26.0027,2011,11,13,16,319
2,0,1,2,25.42,29.545,73,16.9979,2012,5,14,14,171
2,0,1,3,13.94,15.91,87,15.0013,2011,4,8,14,15
1,0,1,1,4.1,9.09,68,0.0,2011,2,11,6,24
4,1,0,2,16.4,20.455,71,15.0013,2012,10,8,23,69
1,0,1,2,13.94,15.91,76,16.9979,2011,3,9,18,188
1,0,1,1,12.3,15.91,61,6.0032,2011,3,1,20,88
2,0,0,2,25.42,30.305,61,12.998,2012,5,6,18,463
1,0,1,2,12.3,16.665,70,0.0,2012,2,16,5,20
2,0,0,1,28.7,32.575,65,0.0,2011,6,19,0,89
3,0,1,2,32.8,37.12,49,11.0014,2011,8,2,23,132
3,0,0,1,28.7,32.575,70,16.9979,2011,7,9,8,182
1,0,1,1,7.38,10.605,80,7.0015,2012,2,6,9,277
3,0,0,3,30.34,34.85,70,6.0032,2012,7,8,22,122
2,0,1,1,14.76,15.91,71,31.0009,2012,4,2,6,110
2,0,1,1,22.96,26.515,94,7.0015,2011,6,17,3,6
1,0,1,1,17.22,21.21,35,19.9995,2012,2,14,16,266
3,0,1,1,28.7,32.575,70,15.0013,2012,8,13,23,128
3,0,1,1,28.7,32.575,70,6.0032,2012,7,10,0,69
3,0,1,2,28.7,33.335,79,19.9995,2012,9,5,5,40
1,0,1,3,12.3,14.395,87,16.9979,2012,1,17,10,62
1,0,0,1,9.02,13.635,80,0.0,2011,1,1,2,32
1,0,0,2,9.84,12.12,87,8.9981,2012,2,4,23,70
2,0,1,1,31.16,33.335,33,8.9981,2011,6,6,16,267
3,0,1,1,26.24,28.03,94,0.0,2011,9,9,12,75
2,0,1,2,22.14,25.76,65,11.0014,2011,4,19,15,127
3,0,0,1,25.42,30.305,61,16.9979,2012,9,9,9,299
2,0,1,2,20.5,24.24,39,12.998,2012,4,18,7,418
1,0,1,1,12.3,13.635,42,22.0028,2012,2,9,13,154
1,0,0,3,9.02,12.88,93,6.0032,2011,2,5,7,4
3,0,0,1,23.78,27.275,78,7.0015,2012,9,15,2,93
3,0,0,1,20.5,24.24,72,0.0,2012,9,16,6,35
1,0,1,1,12.3,14.395,56,19.0012,2012,3,7,2,4
2,0,0,1,28.7,32.575,51,7.0015,2012,6,9,10,466
2,0,1,1,30.34,33.335,48,6.0032,2012,5,1,17,681
3,0,1,1,31.16,36.365,66,15.0013,2011,7,18,22,140
4,0,0,1,16.4,20.455,76,6.0032,2012,10,14,2,66
1,0,1,2,12.3,16.665,93,0.0,2012,2,17,1,18
1,0,0,1,16.4,20.455,35,22.0028,2011,2,13,20,47
3,0,1,1,29.52,32.575,37,8.9981,2011,8,11,20,288
2,0,0,2,24.6,28.79,78,12.998,2011,6,5,9,164
1,0,0,1,11.48,13.635,56,12.998,2012,2,5,20,50
1,0,0,3,9.84,12.88,75,6.0032,2012,2,19,22,55
3,0,0,1,31.16,36.365,66,19.0012,2012,8,4,22,269
2,0,0,1,22.96,26.515,73,16.9979,2012,6,2,3,26
2,0,1,1,26.24,31.06,50,23.9994,2011,6,14,19,386
2,0,1,1,27.88,31.82,36,0.0,2011,6,15,11,164
3,0,1,2,27.06,30.305,83,6.0032,2012,8,14,7,179
3,0,1,1,29.52,35.605,84,7.0015,2012,7,17,0,53
3,0,1,1,30.34,34.85,66,12.998,2012,7,6,5,35
1,0,0,1,12.3,14.395,39,15.0013,2012,3,10,21,110
2,0,0,1,26.24,31.06,50,15.0013,2012,4,15,20,291
4,0,1,1,16.4,20.455,66,7.0015,2012,10,12,0,68
1,0,1,1,13.94,16.665,66,11.0014,2011,3,17,3,2
2,0,0,2,22.14,25.76,94,8.9981,2011,5,14,14,216
4,0,0,2,18.04,21.97,67,0.0,2012,10,7,14,314
3,0,1,1,29.52,34.09,70,8.9981,2012,8,8,23,136
2,0,1,3,22.96,26.515,88,30.0026,2012,5,9,2,1
4,0,1,1,21.32,25.0,77,12.998,2012,10,19,20,229
4,0,1,1,9.02,13.635,80,0.0,2011,12,2,4,3
4,0,1,1,18.86,22.725,44,11.0014,2012,10,11,18,692
3,0,0,1,36.9,40.91,37,19.0012,2012,7,1,15,345
4,0,0,1,15.58,19.695,76,0.0,2011,12,4,19,173
2,0,1,1,23.78,27.275,28,36.9974,2012,4,9,15,255
4,0,0,1,22.14,25.76,52,26.0027,2011,10,16,19,233
3,0,1,2,24.6,28.03,83,0.0,2011,8,15,2,3
4,0,1,2,13.12,16.665,57,8.9981,2012,11,16,8,711
4,0,1,3,18.86,22.725,72,11.0014,2011,12,15,16,131
3,0,0,1,25.42,27.275,94,0.0,2011,9,10,0,116
3,0,1,1,30.34,33.335,48,8.9981,2012,7,13,20,389
4,1,0,2,16.4,20.455,71,16.9979,2012,10,8,19,371
2,0,1,1,24.6,31.06,49,12.998,2011,6,14,0,31
1,0,1,1,18.04,21.97,82,7.0015,2012,3,14,7,368
1,0,1,1,11.48,12.88,56,19.9995,2012,3,7,5,18
2,0,1,2,17.22,21.21,82,12.998,2011,4,13,11,61
4,0,1,3,14.76,15.91,87,30.0026,2012,11,13,2,11
2,0,0,2,22.14,25.76,64,8.9981,2012,5,13,3,28
4,0,1,1,18.04,21.97,41,19.0012,2012,12,5,12,232
4,1,0,2,17.22,21.21,66,19.0012,2012,10,8,18,456
1,0,1,3,15.58,19.695,0,15.0013,2011,3,10,7,37
4,1,0,1,16.4,20.455,76,8.9981,2012,11,12,3,4
4,0,0,2,13.12,15.15,49,16.9979,2012,11,3,5,9
4,0,1,1,13.94,17.425,61,7.0015,2012,11,15,20,285
2,0,1,2,22.14,25.76,83,12.998,2012,6,18,8,474
2,0,1,1,34.44,37.88,44,7.0015,2011,6,10,13,189
4,0,1,1,25.42,29.545,73,11.0014,2012,10,5,19,500
3,1,0,2,27.88,31.82,79,11.0014,2011,9,5,2,39
2,0,0,2,19.68,23.485,63,12.998,2011,5,1,10,264
1,0,1,3,6.56,11.365,93,0.0,2011,1,11,19,51
1,0,0,2,9.84,11.365,56,12.998,2012,2,19,8,56
3,0,0,1,31.16,36.365,66,8.9981,2012,7,15,10,382
2,0,1,2,21.32,25.0,77,12.998,2012,5,7,10,190
2,0,1,2,21.32,25.0,72,19.0012,2012,5,8,5,20
1,0,0,1,3.28,4.545,53,12.998,2011,1,9,7,6
1,0,1,1,24.6,30.305,28,16.9979,2011,2,17,15,106
4,0,1,1,18.04,21.97,77,8.9981,2012,12,3,10,136
2,0,1,1,13.12,16.665,66,6.0032,2012,4,3,4,1
3,0,1,2,26.24,28.79,89,7.0015,2012,7,10,23,103
2,0,1,1,13.12,16.665,66,6.0032,2012,4,3,5,27
4,0,0,1,21.32,25.0,48,19.9995,2011,10,15,9,207
3,0,0,1,30.34,35.605,74,8.9981,2012,7,7,3,31
4,0,0,1,12.3,14.395,49,19.0012,2011,12,18,14,219
4,0,1,1,26.24,31.06,47,19.0012,2011,10,5,15,182
2,0,1,1,17.22,21.21,35,19.9995,2012,4,6,12,337
4,0,0,1,11.48,12.88,52,19.9995,2011,11,19,9,142
2,0,0,1,27.88,31.82,79,8.9981,2011,6,19,21,167
4,0,1,1,18.86,22.725,59,11.0014,2011,10,14,23,95
2,0,1,2,26.24,30.305,65,19.0012,2012,5,8,21,223
2,0,0,1,27.06,31.06,50,26.0027,2012,4,15,23,90
4,0,1,1,10.66,12.88,41,12.998,2011,11,18,9,213
2,0,1,1,27.06,31.06,50,12.998,2012,6,15,11,286
1,0,1,1,12.3,15.15,56,11.0014,2012,1,6,11,138
2,0,1,2,29.52,33.335,54,16.9979,2011,6,16,13,151
3,0,1,1,27.88,31.82,74,6.0032,2012,7,17,5,38
1,0,1,2,6.56,11.365,55,0.0,2011,1,11,7,99
3,0,0,1,18.86,22.725,72,16.9979,2011,9,18,8,69
4,0,1,1,13.12,15.15,49,16.9979,2012,11,5,20,241
3,0,1,1,31.98,35.605,52,0.0,2011,7,12,23,79
2,0,1,1,27.06,31.06,36,12.998,2012,5,18,15,391
2,0,1,1,22.96,26.515,60,6.0032,2012,6,6,9,303
2,0,1,2,23.78,27.275,83,15.0013,2012,5,2,12,245
1,0,1,1,6.56,7.575,55,16.9979,2012,1,3,4,5
1,0,1,1,8.2,11.365,40,6.0032,2011,3,3,20,70
3,0,1,2,27.06,30.305,83,36.9974,2012,9,18,8,672
3,0,1,1,27.88,31.82,79,15.0013,2012,8,3,3,6
4,0,1,3,18.86,22.725,94,16.9979,2011,12,6,11,32
2,0,1,1,19.68,23.485,67,8.9981,2012,5,18,2,21
1,0,1,2,11.48,14.395,61,7.0015,2012,2,8,13,126
1,0,1,1,11.48,13.635,61,15.0013,2012,3,6,23,54
2,0,1,3,24.6,28.79,78,12.998,2012,6,18,23,74
2,0,0,1,22.14,25.76,18,19.9995,2012,4,7,18,517
3,0,1,1,28.7,32.575,65,12.998,2011,8,17,22,171
4,0,1,1,18.86,22.725,44,32.9975,2012,12,18,15,246
3,0,1,1,31.98,34.85,46,19.9995,2011,8,9,22,155
1,0,1,2,26.24,31.06,29,0.0,2012,3,14,12,267
1,0,1,3,9.02,11.365,75,11.0014,2012,1,9,15,69
2,0,1,1,31.16,35.605,58,11.0014,2011,6,8,8,481
1,1,0,1,4.92,9.85,50,0.0,2012,1,16,3,3
4,0,1,2,23.78,27.275,94,8.9981,2011,10,19,21,85
3,0,1,1,25.42,28.03,88,7.0015,2012,9,7,6,140
3,0,1,1,20.5,24.24,59,0.0,2011,9,16,23,126
2,0,0,1,18.04,21.97,24,15.0013,2012,4,8,1,64
1,0,1,1,8.2,9.09,47,19.9995,2011,1,7,9,134
2,0,1,1,28.7,32.575,65,8.9981,2012,6,11,9,316
2,0,1,1,27.06,31.06,27,19.0012,2011,6,3,12,259
2,0,1,2,30.34,35.605,79,11.0014,2011,6,1,19,264
3,0,1,1,26.24,30.305,69,7.0015,2011,9,1,9,207
4,0,0,1,10.66,12.88,60,12.998,2011,12,17,3,26
2,0,1,1,16.4,20.455,82,0.0,2011,4,18,6,54
2,0,1,1,22.14,25.76,22,19.0012,2012,4,10,12,259
4,0,0,2,18.04,21.97,54,12.998,2012,10,7,6,23
1,0,1,1,8.2,12.88,47,0.0,2011,1,5,23,19
4,0,0,1,13.12,17.425,81,0.0,2012,12,1,20,198
1,0,0,2,10.66,12.88,81,11.0014,2012,2,11,12,221
4,0,1,1,12.3,15.15,70,11.0014,2012,11,2,6,122
4,0,1,2,15.58,19.695,54,7.0015,2012,11,15,13,217
1,0,1,1,7.38,10.605,55,7.0015,2011,2,3,21,54
1,0,0,1,13.12,15.15,29,19.0012,2012,3,10,13,357
1,0,0,3,14.76,18.18,93,6.0032,2012,3,3,0,22
4,0,1,2,15.58,19.695,94,11.0014,2011,11,10,7,272
1,0,0,2,9.84,11.365,60,15.0013,2011,2,13,9,47
4,0,1,1,23.78,27.275,46,27.9993,2011,10,14,17,481
4,0,0,1,22.14,25.76,83,16.9979,2012,10,6,4,11
2,0,1,1,22.14,25.76,45,0.0,2012,4,3,21,243
2,0,1,1,22.96,26.515,88,0.0,2012,5,4,7,356
3,0,0,1,33.62,37.12,43,19.9995,2011,7,17,15,324
3,0,1,2,31.98,34.85,43,0.0,2012,7,11,12,292
1,0,1,1,5.74,6.06,50,22.0028,2011,2,3,7,87
2,0,1,1,26.24,31.06,38,32.9975,2012,6,4,11,239
1,0,1,2,11.48,15.91,87,0.0,2011,2,8,0,10
4,0,1,1,14.76,18.94,87,0.0,2012,10,17,3,7
2,0,1,1,26.24,30.305,65,12.998,2012,5,2,15,256
3,0,0,1,28.7,32.575,70,0.0,2012,9,1,4,12
4,0,1,1,9.02,12.88,80,6.0032,2011,12,9,6,63
4,0,1,1,25.42,29.545,73,15.0013,2012,10,19,13,375
2,0,1,1,22.96,26.515,37,15.0013,2011,4,14,13,159
2,0,1,1,22.96,26.515,88,0.0,2012,5,4,8,618
3,0,1,1,20.5,24.24,77,0.0,2012,9,17,4,11
3,0,1,1,31.16,33.335,33,11.0014,2011,7,1,10,170
3,0,1,1,27.06,30.305,78,7.0015,2012,7,16,5,50
2,0,0,2,20.5,24.24,94,26.0027,2011,4,16,18,38
4,0,1,1,24.6,31.06,40,11.0014,2012,10,10,14,271
4,0,1,1,6.56,9.09,86,7.0015,2011,12,19,6,68
3,0,1,2,27.88,31.82,79,11.0014,2012,7,11,8,674
2,0,1,1,21.32,25.0,27,0.0,2012,4,13,14,348
3,0,1,1,34.44,40.15,53,19.0012,2011,7,11,12,148
1,0,0,1,12.3,13.635,33,22.0028,2012,3,10,11,274
3,0,0,1,35.26,40.15,47,16.9979,2012,8,4,11,470
1,0,1,1,13.12,15.15,61,22.0028,2012,2,15,9,231
2,0,0,2,24.6,30.305,60,8.9981,2012,5,12,21,230
1,0,1,1,10.66,12.88,48,12.998,2011,1,4,18,182
2,0,0,1,22.14,25.76,56,12.998,2011,6,4,2,59
2,0,0,2,29.52,33.335,58,6.0032,2011,6,19,11,377
3,0,1,1,30.34,34.09,55,15.0013,2012,8,15,12,307
3,0,1,1,33.62,37.88,46,15.0013,2012,8,14,15,283
2,0,1,1,24.6,31.06,56,7.0015,2011,6,16,0,47
2,0,1,2,15.58,19.695,43,22.0028,2012,4,11,11,180
1,0,1,1,9.84,10.605,60,19.9995,2011,3,7,10,58
1,0,1,2,9.02,10.605,51,19.0012,2011,1,6,22,52
4,0,0,3,14.76,18.18,100,6.0032,2012,12,9,20,108
1,0,1,2,12.3,15.91,70,6.0032,2012,2,16,6,87
4,0,1,2,13.94,16.665,61,8.9981,2012,11,15,11,166
3,0,1,1,31.16,35.605,58,23.9994,2011,7,7,20,285
4,0,0,1,22.14,25.76,39,12.998,2011,10,15,18,372
1,0,1,1,14.76,18.18,40,7.0015,2011,3,14,18,235
1,0,0,3,9.02,11.365,93,8.9981,2012,2,11,7,19
4,0,1,1,21.32,25.0,45,15.0013,2011,11,9,15,151
4,0,0,1,14.76,16.665,46,16.9979,2012,11,17,10,320
3,0,1,2,21.32,25.0,63,16.9979,2012,9,19,3,5
1,0,0,1,12.3,15.15,56,11.0014,2011,2,6,18,78
3,0,1,1,27.88,31.82,65,8.9981,2012,7,12,8,702
1,0,1,1,11.48,12.88,56,19.0012,2012,2,3,10,129
1,0,0,1,10.66,13.635,87,7.0015,2012,1,1,8,14
1,0,1,2,10.66,11.365,44,22.0028,2012,1,19,17,385
1,0,0,1,18.04,21.97,35,23.9994,2012,2,18,14,427
3,0,1,1,31.16,34.85,52,19.0012,2011,9,14,16,277
1,0,1,2,10.66,14.395,56,6.0032,2012,2,14,9,262
2,0,1,1,23.78,27.275,46,8.9981,2012,4,19,19,586
3,0,1,3,27.06,29.545,89,15.0013,2012,7,19,23,65
1,0,1,1,26.24,31.06,57,16.9979,2012,3,19,18,801
2,0,1,1,29.52,32.575,37,16.9979,2012,6,7,14,265
3,0,0,1,29.52,34.85,74,16.9979,2012,8,5,3,41
2,0,1,1,22.96,26.515,49,15.0013,2012,6,5,20,415
4,0,1,2,15.58,19.695,82,12.998,2012,10,9,5,19
4,0,1,2,24.6,25.76,94,8.9981,2012,10,3,6,177
2,0,0,1,26.24,31.06,57,6.0032,2011,6,5,0,113
3,0,1,1,27.88,31.82,61,19.0012,2011,8,16,9,198
2,0,1,2,22.14,25.76,88,16.9979,2011,5,18,1,12
1,0,0,1,5.74,5.305,43,26.0027,2011,1,9,10,49
3,0,1,1,26.24,30.305,73,6.0032,2012,7,12,6,178
2,0,0,2,14.76,16.665,76,16.9979,2012,4,1,0,67
4,0,0,1,14.76,18.18,81,7.0015,2011,12,4,21,72
1,0,1,1,14.76,17.425,46,12.998,2011,2,16,21,92
1,0,1,1,10.66,12.88,60,15.0013,2012,1,13,7,177
3,0,1,1,21.32,25.0,83,0.0,2012,9,13,3,11
2,0,1,1,27.88,31.82,65,7.0015,2012,5,15,17,678
1,0,1,1,13.94,16.665,61,12.998,2012,3,12,5,16
1,0,1,2,8.2,10.605,51,11.0014,2011,1,11,10,54
2,0,1,2,20.5,24.24,88,8.9981,2011,5,13,2,11
3,0,0,1,27.06,29.545,89,0.0,2012,9,2,1,73
4,0,1,2,25.42,31.06,43,8.9981,2012,10,1,15,329
1,0,1,3,5.74,7.575,80,8.9981,2011,2,10,1,7
4,0,0,1,14.76,18.18,71,7.0015,2012,11,10,23,146
4,0,1,2,18.86,22.725,100,15.0013,2011,12,6,17,262
1,1,0,1,11.48,12.12,38,30.0026,2012,1,2,15,168
2,0,1,1,13.94,16.665,81,8.9981,2011,4,14,3,2
1,0,1,2,5.74,8.335,63,7.0015,2011,1,6,6,36
1,0,1,2,10.66,11.365,44,27.9993,2012,1,19,22,90
3,0,1,1,30.34,34.09,58,12.998,2011,7,13,3,4
4,0,1,1,13.12,17.425,90,0.0,2011,12,5,7,283
3,0,0,1,27.06,31.06,65,15.0013,2011,7,17,0,125
4,0,1,2,19.68,23.485,77,8.9981,2012,10,9,21,225
3,0,0,1,32.8,37.88,55,15.0013,2011,8,6,12,382
2,0,0,1,22.14,25.76,88,0.0,2011,5,15,21,151
3,0,1,1,26.24,30.305,69,7.0015,2012,8,13,2,9
4,0,1,1,10.66,12.12,56,19.0012,2011,12,1,4,1
2,0,0,1,28.7,31.82,34,19.9995,2012,6,3,16,662
1,0,1,1,8.2,10.605,51,11.0014,2011,1,6,20,69
4,0,1,3,22.14,25.76,100,6.0032,2011,10,13,8,209
4,0,1,1,21.32,25.0,63,22.0028,2011,12,15,22,124
4,0,1,1,17.22,21.21,88,7.0015,2012,12,4,0,55
3,0,1,1,29.52,34.09,70,8.9981,2012,8,3,8,668
2,0,1,1,26.24,31.06,44,15.0013,2011,6,14,13,209
1,0,1,1,9.84,11.365,30,15.0013,2011,1,3,17,157
4,0,1,2,17.22,21.21,88,8.9981,2012,12,17,19,340
2,0,0,2,16.4,20.455,47,11.0014,2011,4,2,11,198
2,0,1,1,24.6,31.06,46,6.0032,2012,6,6,10,203
2,0,0,1,18.04,21.97,72,6.0032,2012,5,19,6,50
2,0,0,1,22.96,26.515,28,27.9993,2012,4,8,20,211
2,0,1,1,33.62,38.635,52,15.0013,2011,6,10,17,517
1,0,1,1,13.12,15.91,21,11.0014,2011,2,11,15,74
2,0,1,3,22.96,26.515,78,8.9981,2012,6,18,12,168
1,0,1,1,13.94,15.15,46,19.9995,2011,2,14,6,26
4,0,1,2,13.12,15.15,70,19.0012,2011,12,15,5,24
1,0,1,2,10.66,15.15,100,0.0,2012,2,17,8,520
2,0,1,1,27.88,31.82,44,12.998,2012,6,15,20,385
3,0,1,2,28.7,32.575,61,16.9979,2011,9,2,15,346
1,0,1,2,9.02,12.88,80,6.0032,2011,2,1,14,54
4,0,1,2,25.42,28.03,88,0.0,2012,10,4,3,11
3,0,1,1,32.8,37.12,49,16.9979,2011,8,5,16,330
4,0,1,2,13.94,16.665,100,8.9981,2011,11,7,9,174
2,0,1,1,14.76,17.425,62,15.0013,2011,5,4,23,57
2,0,1,1,22.96,26.515,94,12.998,2012,5,16,2,19
2,0,1,1,24.6,31.06,56,6.0032,2011,6,16,2,5
2,0,0,1,18.86,22.725,41,27.9993,2011,4,17,11,304
3,0,0,1,26.24,29.545,78,6.0032,2011,7,10,6,25
3,0,1,1,30.34,34.85,70,11.0014,2011,7,7,9,179
3,0,0,2,22.14,25.76,68,6.0032,2011,9,18,20,180
1,0,1,1,4.92,4.545,28,27.9993,2012,1,3,19,156
3,0,0,1,27.88,31.82,36,12.998,2012,9,15,13,704
4,0,1,2,21.32,25.0,77,11.0014,2011,10,18,22,137
2,0,1,1,25.42,31.06,46,15.0013,2011,6,14,10,130
1,0,1,1,8.2,9.09,40,23.9994,2011,2,3,12,69
1,0,1,1,9.02,10.605,37,16.9979,2011,2,3,16,78
1,0,0,1,5.74,10.605,80,0.0,2011,2,12,2,15
2,0,0,1,30.34,32.575,30,6.0032,2012,5,19,17,626
3,0,0,1,23.78,27.275,94,8.9981,2011,9,10,5,8
1,0,1,1,10.66,11.365,70,22.0028,2011,2,8,6,39
2,0,1,1,23.78,27.275,40,22.0028,2011,5,6,13,253
1,0,0,3,13.12,14.395,100,23.9994,2011,3,6,18,23
2,0,0,1,28.7,32.575,58,6.0032,2012,5,5,11,575
2,0,1,1,20.5,24.24,68,6.0032,2011,5,9,23,61
4,0,0,2,13.94,18.18,87,0.0,2012,12,16,5,9
3,0,1,3,22.96,26.515,94,0.0,2011,9,7,12,22
1,0,1,1,18.04,21.97,82,6.0032,2012,3,14,6,121
3,0,1,1,22.96,26.515,52,19.0012,2012,9,10,0,41
2,0,1,1,31.16,33.335,37,11.0014,2011,6,6,12,153
4,0,1,2,10.66,15.15,81,0.0,2011,12,14,5,26
4,0,1,1,22.96,26.515,94,8.9981,2011,10,14,3,7
2,0,0,1,28.7,32.575,70,12.998,2011,6,19,20,232
2,0,1,2,24.6,29.545,73,19.9995,2011,4,11,11,104
2,0,0,3,13.12,15.15,76,22.0028,2011,4,2,14,190
2,1,0,1,22.14,25.76,77,15.0013,2012,4,16,5,38
2,0,0,2,14.76,18.18,81,0.0,2011,4,9,11,142
2,0,1,2,9.84,11.365,93,16.9979,2011,4,1,4,3
3,0,0,2,28.7,32.575,54,7.0015,2012,7,14,3,40
4,0,0,2,15.58,19.695,94,0.0,2012,12,8,9,170
2,0,0,2,17.22,21.21,88,8.9981,2011,4,10,12,230
2,0,1,1,17.22,21.21,50,16.9979,2012,5,11,6,135
4,0,1,1,10.66,12.12,48,19.0012,2012,12,6,1,16
2,0,1,2,14.76,16.665,46,23.9994,2011,4,1,14,87
3,0,1,1,30.34,33.335,51,22.0028,2011,9,13,14,190
3,0,1,1,26.24,31.06,50,23.9994,2011,7,14,8,486
4,0,0,1,11.48,15.91,75,0.0,2011,12,4,3,41
4,0,1,1,24.6,30.305,60,6.0032,2012,10,5,9,384
2,0,1,1,35.26,40.15,47,19.9995,2011,6,1,16,266
3,0,0,1,36.08,38.635,32,23.9994,2012,7,1,18,370
2,0,1,1,24.6,31.06,43,12.998,2012,6,5,18,790
4,0,0,1,12.3,15.91,75,6.0032,2011,12,4,1,74
2,0,0,1,29.52,33.335,51,6.0032,2011,6,5,16,398
4,0,1,1,13.12,15.15,53,15.0013,2012,11,6,17,627
1,0,1,1,5.74,4.545,39,39.0007,2012,1,3,16,136
4,0,1,3,16.4,20.455,94,16.9979,2012,12,17,16,302
3,1,0,2,30.34,34.09,62,8.9981,2011,7,4,22,326
1,0,1,1,13.94,17.425,81,7.0015,2012,1,12,10,90
4,0,1,3,18.04,21.97,100,16.9979,2011,12,7,9,64
4,0,1,1,9.84,14.395,81,0.0,2011,12,9,8,385
1,0,1,1,18.86,22.725,36,12.998,2012,1,6,14,178
1,0,0,1,13.94,16.665,49,11.0014,2012,1,8,10,208
2,0,1,1,27.88,31.82,83,12.998,2012,6,12,18,653
1,0,1,2,8.2,9.09,37,19.0012,2011,1,7,13,73
3,0,1,1,32.8,37.88,55,11.0014,2011,7,5,18,496
4,0,1,2,10.66,13.635,81,7.0015,2012,12,7,5,26
2,0,1,2,21.32,25.0,83,8.9981,2011,5,13,20,152
3,0,1,3,24.6,27.275,88,7.0015,2011,9,7,6,75
1,0,0,1,10.66,12.12,56,16.9979,2012,1,8,23,30
2,0,1,1,29.52,32.575,38,7.0015,2011,6,2,1,15
3,0,0,1,20.5,24.24,72,11.0014,2011,9,18,10,260
2,0,1,2,19.68,23.485,88,7.0015,2012,5,3,9,304
2,0,1,1,21.32,25.0,59,12.998,2012,4,19,22,248
2,0,1,1,31.16,37.12,75,11.0014,2011,6,8,22,176
4,0,1,1,22.14,25.76,64,19.0012,2011,10,4,11,124
3,0,0,1,29.52,33.335,51,19.9995,2011,9,11,16,483
1,0,0,1,16.4,20.455,17,27.9993,2011,2,19,6,6
4,0,0,1,10.66,12.88,48,15.0013,2011,12,17,17,165
3,0,1,1,31.16,35.605,58,15.0013,2011,7,12,8,417
4,0,1,3,13.94,15.15,71,22.0028,2012,12,11,5,41
3,0,1,2,34.44,39.395,49,12.998,2012,7,17,10,159
3,0,1,1,21.32,25.0,72,0.0,2012,9,12,7,557
4,0,1,3,14.76,16.665,81,23.9994,2011,11,10,13,96
3,0,1,1,29.52,32.575,39,6.0032,2012,9,13,16,491
4,0,1,2,19.68,23.485,88,0.0,2011,10,17,23,62
1,0,1,1,12.3,16.665,49,0.0,2012,1,5,11,84
2,0,0,1,15.58,19.695,54,23.9994,2011,4,2,17,184
2,0,0,1,17.22,21.21,69,7.0015,2011,5,1,1,59
2,0,1,1,22.14,25.76,22,27.9993,2012,4,10,18,704
